TAZ,Agriculture,FIRE,Hotel,TransportConstruction,Services,Healthcare,Retail,Wholesale,Education,Manufacturing,Military,Public
330,0,3,0,8,1,0,0,0,0,4,0,0
331,0,2,0,8,0,2,15,2,0,0,0,6
332,10,67,0,56,256,41,95,0,10,0,0,0
333,0,12,0,54,2,1,0,1,0,0,0,0
334,0,4,0,2,0,0,0,0,0,0,0,0
335,0,5,0,17,12,1,0,0,101,0,0,0
336,0,4,0,6,2,0,2,0,0,0,0,0
337,0,0,0,0,0,5,0,0,0,0,0,0
338,3,9,0,11,15,20,0,0,0,0,0,0
339,0,30,0,5,106,86,23,0,0,0,0,0
340,0,11,0,3,1,1,10,0,0,0,0,0
341,0,3,0,9,0,0,0,0,0,0,0,0
342,0,1,0,10,2,0,0,0,0,0,0,0
343,5,84,0,15,5,4,0,0,0,0,0,0
344,0,17,0,22,7,21,1,0,47,0,0,0
345,0,15,0,13,5,0,0,0,0,0,0,0
347,0,2,0,11,0,0,1,0,7,0,0,0
348,0,2,0,0,31,123,0,0,0,0,0,0
349,0,3,0,0,14,4,3,0,0,0,0,0
350,0,0,0,2,2,60,0,0,0,0,0,8
351,0,298,5,267,61,103,3,109,0,0,0,0
352,0,4,0,14,6,0,3,0,0,0,0,0
353,0,1,0,0,14,0,0,1,10,0,0,0
354,0,8,0,6,3,1,0,2,0,0,0,0
355,0,4,0,10,3,10,0,0,0,0,0,0
356,0,160,0,0,779,387,705,0,20,4,3,0
357,0,1,0,2,0,0,0,0,0,3,0,0
358,0,7,0,5,119,31,3,0,5,0,0,0
359,0,41,1,73,23,6,2,9,115,0,0,0
360,0,1,0,13,0,3,0,0,0,0,0,0
361,0,18,0,8,4,5,0,0,0,0,0,0
362,0,17,0,10,7,21,2,0,0,0,0,0
363,0,8,0,33,15,0,0,0,12,0,0,0
364,0,1,0,4,2,31,1,20,0,0,0,0
365,0,77,0,0,170,38,52,0,109,0,0,0
366,0,6,0,24,0,0,0,0,0,0,0,0
367,0,0,0,6,0,0,0,0,0,0,0,0
368,0,12,0,0,75,0,4,5,0,0,0,108
369,0,2,0,3,23,5,0,0,0,0,0,0
370,3,9,0,17,3,0,0,1,1,7,0,0
372,0,7,0,1,3,0,0,0,2,5,0,0
373,0,60,0,0,372,34,727,0,0,3,0,0
374,0,2,0,29,0,31,0,0,0,0,0,0
375,0,3,0,7,0,2,0,0,0,0,0,0
377,0,59,7,4,0,56,0,5,17,1,0,13
378,0,2,0,11,5,2,0,0,0,0,0,0
379,0,7,0,31,2,7,0,0,0,0,0,0
380,0,162,0,13,16,150,12,36,12,0,0,0
381,0,3,0,4,0,0,0,0,0,0,0,0
382,0,2,0,9,2,0,4,0,0,0,0,0
383,0,23,0,67,5,0,3,0,0,0,0,0
384,0,39,0,5,3,41,6,7,0,0,0,0
390,0,365,5,202,212,32,81,178,16,411,0,0
391,0,3,0,4,46,26,3,0,0,0,0,0
392,0,77,0,120,12,20,26,12,10,52,0,0
393,0,18,0,68,72,84,704,35,4,0,0,0
394,5,39,0,1,80,46,28,21,0,2,0,0
395,0,71,0,11,92,217,147,5,0,0,0,0
396,0,48,0,0,123,52,57,15,0,2,0,39
397,0,240,0,64,8,28,112,15,0,60,0,0
398,0,229,0,179,16,42,10,43,0,117,0,0
399,0,38,0,23,112,3,711,0,5,5,0,10
400,0,216,0,2,4,2,3,0,0,0,0,0
401,0,0,0,0,90,0,0,0,0,0,0,0
402,0,114,0,30,211,61,90,185,21,0,0,0
403,0,0,0,0,10,12,2,0,0,0,0,10
404,0,12,0,91,13,3,9,0,0,0,0,0
405,0,9,0,20,7,2,0,9,166,4,0,0
406,0,11,0,12,13,0,50,0,0,0,0,0
407,0,2,0,12,4,2,3,0,0,0,0,0
409,0,3,0,11,1,0,0,0,0,3,0,0
410,0,2,0,5,1,0,5,0,0,2,0,0
411,0,31,0,14,130,24,606,0,0,1,0,0
412,0,22,0,7,2,2,2,0,0,0,0,0
413,0,11,0,48,12,2,0,0,0,0,0,10
414,0,0,0,8,8,0,0,0,0,0,0,0
415,0,13,0,30,5,0,0,0,0,4,0,0
416,0,104,3,118,462,24,119,0,25,257,0,0
417,3,0,0,6,7,0,0,0,0,0,0,0
418,0,18,0,2,61,102,58,0,0,7,0,6
419,0,70,0,10,167,180,193,0,2,2,0,0
420,0,1,0,3,0,0,17,0,0,0,0,0
421,0,32,0,180,142,131,154,188,0,7,0,0
422,0,4,0,2,0,17,1,0,2,0,0,0
423,5,3,0,2,5,5,0,0,0,0,0,0
424,3,61,0,7,200,55,20,0,7,0,0,0
425,0,0,0,2,0,0,0,0,0,0,0,0
426,5,8,0,10,19,0,0,0,0,0,0,0
427,0,3,5,0,0,15,0,0,150,0,0,0
428,0,9,0,12,9,0,4,0,0,0,0,0
429,0,0,0,0,2,0,0,0,0,0,0,0
430,0,50,0,0,0,0,0,0,0,0,0,0
431,0,15,0,7,42,6,3,0,0,0,0,0
432,0,0,34,0,10,0,25,0,0,0,0,0
433,0,27,0,13,89,3,57,3,0,0,0,0
434,0,9,0,12,0,0,0,0,0,0,0,0
435,0,5,0,26,9,0,2,0,0,0,0,0
436,0,3,0,32,0,0,0,0,0,1,0,0
437,0,13,0,2,1,0,3,23,35,0,0,0
438,0,6,0,13,1,3,6,0,0,0,0,0
440,0,0,0,0,2,15,0,0,3,0,0,0
441,4,273,2,9,407,202,156,2,11,2,0,0
442,0,2,0,0,4,0,0,0,0,6,0,0
443,0,0,0,5,0,9,2,0,0,0,0,0
445,0,22,0,1,364,123,270,0,0,12,0,0
446,0,5,0,102,11,25,9,0,0,0,0,0
447,0,42,0,59,51,22,333,0,38,0,0,35
448,0,0,0,11,9,11,2,0,0,0,0,0
449,0,10,0,16,0,0,0,2,67,1,0,0
450,0,12,0,2,0,0,0,0,0,0,0,0
451,0,5,0,7,2,5,2,0,0,0,0,0
452,0,4,0,6,2,0,0,0,0,0,0,0
453,0,0,0,0,4,0,12,0,0,0,0,0
454,0,3,0,3,5,0,2,0,2,0,0,0
455,0,5,0,0,50,10,1,0,20,0,0,0
456,0,190,0,5,230,108,164,3,0,3,0,0
457,0,0,0,4,0,0,0,0,0,0,0,0
458,0,1,0,0,2,0,2,0,0,0,0,0
459,0,59,0,145,156,86,534,7,0,0,0,0
460,0,0,0,0,2,0,0,0,28,0,0,0
461,0,22,0,1,152,7,186,0,0,0,0,0
462,0,73,0,1104,67,3,55,162,4,199,14,17
463,0,3,0,0,8,5,9,2,1,0,0,0
464,0,20,0,24,11,5,18,8,1,10,0,8
465,0,29,0,16,4,0,0,0,0,0,0,0
466,0,0,0,2,5,0,0,0,0,0,0,0
467,0,6,0,13,21,10,0,1,2,0,0,0
468,0,8,0,12,3,3,24,0,60,2,0,0
469,0,3,0,0,0,7,0,0,0,0,0,0
470,0,5,0,0,6,1,0,0,1,0,0,6
472,0,45,0,3,44,231,26,0,1,7,0,87
473,0,0,0,0,45,11,0,0,0,0,0,0
475,0,7,0,9,4,0,5,0,0,0,0,0
476,0,3,0,0,1,4,0,0,0,0,0,0
477,0,2,0,29,0,0,0,0,0,0,0,0
478,0,0,0,3,0,0,0,0,0,0,0,0
479,0,7,0,11,32,1,0,0,0,0,0,10
480,0,0,0,0,16,0,0,0,0,0,0,19
481,0,0,0,0,2,10,0,0,0,0,0,0
482,0,2,0,0,10,0,5,0,234,0,0,0
483,0,8,0,1,69,1,14,0,0,1,0,0
484,0,1,0,2,5,0,16,0,0,0,0,0
485,0,2,0,1,9,0,2,0,8,0,0,0
486,0,8,0,2,3,7,0,1,0,0,0,0
487,0,7,0,0,0,6,0,2,0,0,0,0
490,0,452,3,687,291,449,1115,242,9,28,0,0
491,0,45,0,60,62,0,62,121,0,29,0,0
492,0,13,0,8,21,6,14,8,0,0,0,0
493,0,207,0,14,605,126,77,12,6,0,0,0
494,0,66,0,11,123,307,195,10,25,0,0,0
495,0,43,0,43,78,35,24,1,8,0,0,0
496,0,25,0,3,5,19,6,0,0,0,0,0
498,0,104,0,13,110,92,11,0,0,0,0,0
499,0,1,0,0,3,0,0,0,0,0,0,0
500,0,20,0,25,15,5,13,0,3,10,0,0
501,0,7,0,6,4,1,0,0,200,0,0,0
502,0,8,0,10,3,0,0,0,0,0,0,15
503,0,3,0,32,0,0,2,0,0,0,0,0
504,0,3,0,14,7,5,4,0,0,0,0,0
505,0,9,0,9,8,0,7,0,1,0,0,0
506,3,12,0,3,0,0,3,0,0,0,0,0
507,0,11,0,0,4,2,1,7,2,0,0,0
508,0,15,0,5,8,5,10,0,0,0,0,0
509,0,12,0,5,22,4,2,0,0,7,0,0
510,0,7,0,14,2,0,3,0,470,0,0,0
511,0,9,0,11,14,1,0,0,1,0,0,0
512,0,1,0,0,0,0,0,0,0,0,0,0
513,0,2,0,0,12,3,1,0,0,5,0,0
514,0,11,0,45,19,31,4,0,80,0,0,0
515,0,14,0,21,20,16,12,0,0,21,0,0
517,0,5,0,3,61,179,16,0,0,0,0,12
518,0,10,0,34,37,11,0,7,80,7,0,9
519,0,7,0,15,101,44,25,50,0,98,0,0
520,0,18,0,2,140,0,0,0,60,0,0,0
521,0,305,0,53,32,96,51,2,0,8,0,0
522,0,2,0,8,10,66,12,0,0,3,0,10
523,0,27,0,0,20,0,8,0,1,0,0,0
524,0,3,0,16,42,83,19,0,1,0,0,0
525,0,0,0,0,0,1,0,0,0,0,0,0
526,0,16,0,7,9,167,10,0,9,0,0,0
527,3,151,0,671,498,24,133,283,30,120,0,0
528,4,0,0,30,11,7,12,0,10,1,0,0
529,0,3,11,13,199,0,7,0,0,0,0,0
530,0,57,0,824,80,5,35,25,65,9,0,76
531,4,187,3,104,228,24,222,30,5,38,0,0
532,0,326,0,122,323,122,384,25,1,16,0,243
533,0,199,3,980,787,70,314,41,17,53,0,0
534,0,310,0,506,409,113,199,100,62,68,0,0
535,0,362,0,290,273,279,358,46,26,36,0,0
536,0,10399,9,81,266,79,39,4,13,55,0,0
537,0,245,0,202,144,256,495,11,0,3,0,0
538,0,0,0,0,171,1,0,0,128,0,0,42
539,0,817,6,350,561,397,344,89,122,50,0,0
540,0,1692,0,37,325,25,62,0,0,16,0,27
541,0,35,0,7,67,19,86,3,27,0,0,0
542,0,117,7,136,160,559,131,45,3,32,0,473
543,0,381,0,24,235,85,95,15,48,26,0,0
544,0,150,31,125,286,109,62,12,250,11,0,0
545,0,42,0,59,25,912,12,0,32,0,0,0
546,0,243,0,112,375,62,159,23,16,28,0,0
547,0,15,0,3,25,5,7,0,82,0,0,0
548,0,7,0,13,14,3,3,2,0,5,0,3
549,0,5,0,2,0,0,0,0,0,0,0,0
550,0,8,0,2,10,0,0,0,62,0,0,0
